COM,part_cadres_20,part_cadres_14,part_diplome_20,part_diplome_14,P20_POP,P14_POP,delta_elec,delta_score,score_2014,score_2020,croissance_pop,delta_pct_diplome,delta_pct_cadres,log_med_13
29150,0.04714958357709075,0.04486613067994585,0.2589787953659148,0.20344215977168847,6748.0,6946.999999999989,1.0,-2.8599999999999994,56.38,53.52,-0.029063747027020526,0.05553663559422631,0.0022834528971449053,9.976755224646691
29151,0.05876299570880346,0.05666382367903207,0.2410812238265868,0.2142251525164401,14709.0,14836.999999999996,1.0,3.1300000000000026,51.82,54.95,-0.00866450963144949,0.026856071310146723,0.00209917202977139,9.835603759671601
29153,0.04647970066649443,0.0377643504531722,0.24460964922522904,0.20959214501510573,2694.0,2648.0,-1.0,-4.299999999999997,52.33,48.03,0.017222439913409993,0.03501750421012331,0.008715350213322225,9.975746196688839
29158,0.035768062107114945,0.031077983446869777,0.19144288239090596,0.15654406710370125,5139.0,5447.99999999998,-1.0,-7.450000000000003,58.02,50.57,-0.05839006083711418,0.034898815287204704,0.004690078660245168,9.88287173754959
29188,0.04577782939370081,0.03573868226613842,0.24141359387598424,0.19786641256956033,2724.0,3110.0,-1.0,2.700000000000003,50.04,52.74,-0.132521337903877,0.043547181306423904,0.01003914712756239,9.962991098001964
29190,0.11072038062405559,0.11853988567966785,0.3561032616959814,0.3015534040137952,4299.0,4015.0,0.0,4.25,45.78,50.03,0.0683450901154199,0.054549857682186176,-0.007819505055612255,10.080477461002038
29232,0.07417907732594559,0.0704338123234977,0.27724922603547475,0.24745671594284893,63472.99999999998,63513.0,1.0,-5.399999999999999,56.65,51.25,-0.0006299907284734729,0.029792510092625818,0.0037452650024478867,9.90098442231801
30012,0.04714332931723082,0.06516633996787242,0.21679328652415772,0.22208008674761215,4172.0,4047.0,0.0,1.6300000000000026,53.36,54.99,0.03041967124479683,-0.00528680022345443,-0.018023010650641602,9.902574635954563
30028,0.047294569929072446,0.04492864394854547,0.17577104628021745,0.1524822942539295,18072.0,18172.0,-1.0,3.1700000000000017,44.21,47.38,-0.005518168731454054,0.02328875202628794,0.002365925980526977,9.749228533507058
30033,0.0430308102300883,0.041810457932909245,0.2010464576581285,0.17780666088894226,5323.0,4613.000000000015,0.0,-1.6300000000000026,50.96,49.33,0.14315864961493396,0.02323979676918625,0.0012203522971790531,9.872082881059036
30075,0.06010180935579026,0.0813153199082335,0.27619283988708143,0.23910272750446088,4372.0,3923.0,0.0,-5.710000000000001,49.4,43.69,0.10836390308687704,0.037090112382620555,-0.021213510552443242,10.026762725136857
30133,0.030093461384098255,0.027117835694984264,0.16026085752127994,0.14302781516133523,8356.0,8372.000000000004,-1.0,14.520000000000003,43.68,58.2,-0.0019129608894346006,0.017233042359944717,0.0029756256891139907,9.848679316041132
30155,0.05383390694618683,0.053470521187040355,0.1851566060722266,0.1592230005509796,7092.0,6542.000000000009,0.0,-8.810000000000002,62.79,53.98,0.08072445909576764,0.02593360552124699,0.00036338575914647564,9.89003074784952
30169,0.04364624680467811,0.03362886034529705,0.15027034155793062,0.12074455722821653,5821.0,5781.000000000002,0.0,2.1399999999999935,56.77,58.91,0.0068953901892587766,0.02952578432971409,0.010017386459381057,9.835387139832195
